# ./result/hh_runge_0250.txt
# dt = 250 [usec]
# t [usec], V [mV]
0, -65.000000
250, -64.993517
500, -64.987623
750, -64.982172
1000, -64.977133
1250, -64.972503
1500, -64.968289
1750, -64.964495
2000, -64.961122
2250, -64.958168
2500, -64.955627
2750, -64.953488
3000, -64.951737
3250, -64.950360
3500, -64.949338
3750, -64.948650
4000, -64.948274
4250, -64.948187
4500, -64.948366
4750, -64.948785
5000, -64.949419
5250, -64.950243
5500, -64.951233
5750, -64.952363
6000, -64.953610
6250, -64.954952
6500, -64.956366
6750, -64.957831
7000, -64.959329
7250, -64.960841
7500, -64.962350
7750, -64.963842
8000, -64.965302
8250, -64.966719
8500, -64.968082
8750, -64.969381
9000, -64.970610
9250, -64.971761
9500, -64.972831
9750, -64.973814
10000, -64.974709
10250, -64.975514
10500, -64.976230
10750, -64.976856
11000, -64.977394
11250, -64.977846
11500, -64.978216
11750, -64.978507
12000, -64.978722
12250, -64.978867
12500, -64.978946
12750, -64.978963
13000, -64.978925
13250, -64.978836
13500, -64.978703
13750, -64.978529
14000, -64.978321
14250, -64.978083
14500, -64.977821
14750, -64.977539
15000, -64.977243
15250, -64.976936
15500, -64.976622
15750, -64.976305
16000, -64.975989
16250, -64.975677
16500, -64.975372
16750, -64.975075
17000, -64.974790
17250, -64.974519
17500, -64.974262
17750, -64.974022
18000, -64.973799
18250, -64.973593
18500, -64.973407
18750, -64.973239
19000, -64.973090
19250, -64.972960
19500, -64.972848
19750, -64.972754
20000, -64.972678
20250, -64.972618
20500, -64.972574
20750, -64.972545
21000, -64.972530
21250, -64.972528
21500, -64.972537
21750, -64.972557
22000, -64.972586
22250, -64.972624
22500, -64.972669
22750, -64.972720
23000, -64.972776
23250, -64.972836
23500, -64.972900
23750, -64.972965
24000, -64.973032
24250, -64.973100
24500, -64.973167
24750, -64.973234
25000, -64.973299
25250, -64.973362
25500, -64.973423
25750, -64.973481
26000, -64.973535
26250, -64.973587
26500, -64.973634
26750, -64.973678
